,TotalOdo,ACPressure,EngineWaterTemp,ExternalTemperatureAD_Voltage,IBS_V_Batt,IBS_I_Batt,IBS_T_Batt,IBS_I_Range,IBS_SOC,IBS_SOF_Q,IBS_SOC_Accuracy,IBS_SOF_Q_Accuracy,IBS_SOH_Q,IBS_SOF_V,IBS_SOH_Q_Accuracy,IBS_SOF_V_Accuracy,IBS_Q_received,IBS_Q_released,IBS_Tm_Lst_Reset_Days,IBS_R_Batt,IBS_R_Batt_25,IBS_SOF_t_Accuracy,IBS_PreWakeupVoltage,IBS_SOF_t,IBS_IBATT_QUIESCENT,IBS_SOF_V1,score
1760,2627,113,127,78,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.9982461052702
1761,2627,112,127,78,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.99590088951035
1762,2627,112,127,78,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.99590088951035
1763,2627,111,127,78,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.993488345017965
1764,2627,112,127,78,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.99590088951035
1765,2627,112,127,78,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.995833560777815
1766,2627,112,127,78,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.995833560777815
1767,2627,113,127,78,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.998313434002739
1768,2627,113,127,78,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.9982461052702
1769,2627,114,127,78,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.000523992297515
1770,2627,114,127,78,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.000658649762588
1771,2627,115,127,78,11168,11168,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.003205851720047
1772,2627,115,127,78,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.003677152847802
1773,2627,117,127,78,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.008300255634966
1774,2627,118,127,78,11172,11172,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.010510813929743
1775,2627,118,127,78,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.009904855336915
1776,2627,117,127,78,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.007559639577066
1777,2627,117,127,78,11162,11162,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.392107695459911
1778,2627,117,127,78,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.008098269437356
1779,2627,117,127,78,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.008098269437356
1780,2627,117,127,78,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.008098269437356
1781,2627,116,127,78,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.005147095084677
1782,2627,116,127,78,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.005079766352141
1783,2627,116,127,78,11158,11158,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.004877780154532
1784,2627,116,127,78,11160,11160,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.005012437619603
1785,2627,116,127,78,11159,11159,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.004945108887068
1786,2627,116,127,78,11159,11159,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.004945108887068
1787,2627,116,127,78,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.005147095084677
1788,2627,115,127,78,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00273455059229
1789,2627,115,127,78,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00273455059229
1790,2627,115,127,78,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.002801879324828
1791,2627,115,127,78,11144,11144,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.386205346754554
1792,2627,115,126,78,11144,11144,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.383246766872897
1793,2627,115,126,78,11159,11159,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999641313245561
1794,2627,115,126,78,11158,11158,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999573984513026
1795,2627,115,126,78,11158,11158,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999573984513026
1796,2627,116,126,78,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.002255843935558
1797,2627,116,126,78,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.002121186470482
1798,2627,117,127,78,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.008367584367504
1799,2627,117,127,78,11173,11173,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00823292690243
1800,2627,118,127,78,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.010712800127353
1801,2627,118,127,78,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.010443485197206
1802,2627,119,127,78,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.012990687154668
1803,2627,119,127,78,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.013058015887202
1804,2627,119,127,78,11173,11173,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.012923358422128
1805,2627,119,127,78,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.012990687154668
1806,2627,118,127,78,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.010712800127353
1807,2627,118,127,78,11149,11149,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.393577637696785
1808,2627,118,127,78,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.010443485197206
1809,2627,117,127,78,11177,11177,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.008502241832577
1810,2627,117,126,78,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.005610990683458
1811,2627,116,126,78,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.003265774923607
1812,2627,116,126,78,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.003265774923607
1813,2627,115,126,78,11172,11172,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.000516586768537
1814,2627,115,126,78,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.000651244233609
1815,2627,115,126,78,11177,11177,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00085323043122
1816,2627,115,126,78,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.000920559163756
1817,2627,114,126,78,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.998575343403907
1818,2627,114,126,78,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.998575343403907
1819,2627,114,127,78,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001533923285564
1820,2627,114,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001668580750637
1821,2627,114,127,78,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001735909483173
1822,2627,114,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001668580750637
1823,2627,114,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001668580750637
1824,2627,114,127,78,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00180323821571
1825,2627,114,127,78,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00180323821571
1826,2627,114,127,78,11177,11177,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001466594553028
1827,2627,114,127,78,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00180323821571
1828,2627,113,127,78,11183,11183,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999525351188396
1829,2627,113,127,78,11179,11179,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.99925603625825
1830,2627,113,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999323364990788
1831,2627,113,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999323364990788
1832,2627,113,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999323364990788
1833,2627,112,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.996978149230937
1834,2627,112,127,78,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.996978149230937
1835,2627,113,127,78,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.99945802245586
1836,2627,113,127,79,11179,11179,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00394646777795
1837,2627,113,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.004013796510487
1838,2627,113,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.004081125243022
1839,2627,114,127,78,11179,11179,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001601252018101
1840,2627,114,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.006426341002872
1841,2627,114,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.006426341002872
1842,2627,114,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.006426341002872
1843,2627,113,127,79,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.00414845397556
1844,2627,112,126,79,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.998844658334054
1845,2627,112,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001668580750637
1846,2627,112,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.001668580750637
1847,2627,111,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.999323364990786
1848,2627,110,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.996978149230937
1849,2627,110,127,79,11176,11176,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.99670883430079
1850,2627,110,127,79,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.996843491765864
1851,2627,109,127,79,11179,11179,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.994565604738549
1852,2627,109,127,79,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.994498276006015
1853,2627,109,127,79,11179,11179,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.994565604738549
1854,2627,109,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.994700262203622
1855,2627,109,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.994700262203622
1856,2627,109,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.994700262203622
1857,2627,108,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.992287717711237
1858,2627,108,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.992355046443773
1859,2627,107,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.989942501951386
1860,2628,107,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.990155794776758
1861,2628,107,127,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.990155794776758
1862,2628,106,127,79,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.987877907749445
1863,2628,105,127,79,11180,11180,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.985398034524522
1864,2628,104,127,79,11182,11182,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.983187476229745
1865,2628,104,128,79,11181,11181,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.986078727378864
1866,2628,103,128,79,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.983531525421405
1867,2628,102,128,79,11177,11177,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.981118980929017
1868,2628,102,128,79,11168,11168,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.365128406951573
1869,2628,101,128,79,11159,11159,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.362177232598892
1870,2628,100,128,79,11159,11159,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.359832016839043
1871,2628,100,128,79,11167,11167,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975755262083952
1872,2628,100,128,79,11176,11176,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.976361220676779
1873,2628,100,128,79,11165,11165,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.360235989234264
1874,2628,100,128,79,11167,11167,75,1,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,9.360370646699337
1875,2628,100,128,79,11166,11166,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975687933351415
1876,2628,99,128,79,11177,11177,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974083333649467
1877,2628,99,128,79,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974150662382005
1878,2628,99,128,79,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974150662382005
1879,2628,99,128,79,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974150662382005
1880,2628,99,128,79,11176,11176,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97401600491693
1881,2628,98,128,79,11178,11178,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.971805446622156
1882,2628,98,128,79,11167,11167,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.971064830564252
1883,2628,98,128,79,11168,11168,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.971132159296788
1884,2628,99,128,79,11170,11170,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97361203252171
1885,2628,99,128,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.973208060126492
1886,2628,99,128,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.973208060126492
1887,2628,99,128,79,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97327538885903
1888,2628,99,128,79,11173,11173,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.973814018719322
1889,2628,100,128,79,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.976226563211707
1890,2628,100,128,79,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.9760245770141
1891,2628,100,128,79,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.9760245770141
1892,2628,100,128,79,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.9760245770141
1893,2628,100,128,79,11160,11160,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975283960956196
1894,2628,100,128,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975418618421267
1895,2628,100,128,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975418618421267
1896,2628,101,128,79,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97769650544858
1897,2628,101,128,79,11160,11160,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.977629176716045
1898,2628,101,127,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974805254299461
1899,2628,101,127,79,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974872583031999
1900,2628,101,127,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974805254299461
1901,2628,101,127,79,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.974737925566926
1902,2628,102,127,79,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.977217798791848
1903,2628,102,127,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.977150470059312
1904,2628,102,127,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.977150470059312
1905,2628,103,127,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979495685819161
1906,2628,103,127,79,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979563014551697
1907,2628,103,127,79,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.98010164441199
1908,2628,104,127,79,11169,11169,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.982312202706767
1909,2628,104,127,79,11171,11171,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.98244686017184
1910,2628,104,127,79,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.982716175101986
1911,2628,104,127,79,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.98264884636945
1912,2628,103,127,79,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.980370959342137
1913,2628,104,127,79,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.982716175101986
1914,2628,104,127,79,11168,11168,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.982244873974231
1915,2628,103,127,79,11167,11167,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979832329481845
1916,2628,103,127,79,11167,11167,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979832329481845
1917,2628,103,127,79,11157,11157,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979159042156477
1918,2628,103,127,79,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979563014551697
1919,2628,103,127,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979630343284235
1920,2628,103,127,80,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.984186117338862
1921,2628,103,127,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979495685819161
1922,2628,103,127,79,11162,11162,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979495685819161
1923,2628,103,127,79,11169,11169,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979966986946916
1924,2628,103,127,79,11172,11172,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.980168973144528
1925,2628,102,127,79,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.978025743582288
1926,2628,102,127,79,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97795841484975
1927,2628,102,127,79,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97795841484975
1928,2628,101,127,79,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975680527822439
1929,2628,101,127,79,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.9756131990899
1930,2628,101,127,79,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975680527822439
1931,2628,101,127,79,11174,11174,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.9756131990899
1932,2628,101,127,79,11176,11176,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.975747856554973
1933,2628,100,127,79,11176,11176,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.973402640795124
1934,2628,100,127,79,11169,11169,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972931339667369
1935,2628,100,127,79,11167,11167,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972796682202294
1936,2628,100,127,79,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972662024737222
1937,2628,100,127,79,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972662024737222
1938,2628,99,127,79,11166,11166,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.970384137709909
1939,2628,100,127,79,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972392709807075
1940,2628,100,127,79,11159,11159,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972258052342001
1941,2628,100,127,79,11167,11167,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972796682202294
1942,2628,100,127,79,11173,11173,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.973200654597514
1943,2628,100,127,79,11175,11175,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.973335312062588
1944,2628,100,127,79,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972527367272148
1945,2628,100,127,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972594696004686
1946,2628,100,127,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972594696004686
1947,2628,100,127,79,11161,11161,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972392709807075
1948,2628,100,127,79,11160,11160,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972325381074539
1949,2628,100,127,79,11160,11160,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.972325381074539
1950,2628,101,127,79,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97500724049707
1951,2628,101,127,79,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.97500724049707
1952,2628,102,127,79,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.977352456256924
1953,2628,102,127,79,11165,11165,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.977352456256924
1954,2628,103,126,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.976671763402578
1955,2628,103,126,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.976671763402578
1956,2628,104,126,79,11164,11164,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.979016979162429
1957,2628,104,126,79,11163,11163,75,0,100,108,2,2,138,157,0,2,2446,1774,848,96,98,2,1023,325,255,125,8.978949650429891
